Timestamp,Season,Model,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Test_Accuracy,Test_Precision,Test_Recall,Test_F1
2025-11-10 09:30:53,Summer,Xgboost,0.8113636363636364,0.8180317558752788,0.8113636363636364,0.8102258632004038,0.825136612021858,0.8313894939881075,0.825136612021858,0.8265152798988054
