Timestamp,Season,Model,Validation_Accuracy,Validation_Precision,Validation_Recall,Validation_F1,Test_Accuracy,Test_Precision,Test_Recall,Test_F1
2025-11-13 15:38:02,Summer,XGBoost,0.8051948051948052,0.8068570712586941,0.8051948051948052,0.8056297427771297,0.8290398126463701,0.8334349140088472,0.8290398126463701,0.8301507533798745
